,TimeStep,GHI,Load,T,Wind
0,0,0.0,388.509655921875,6.720312499999995,2.8531249999999995
0,1,0.0,377.7565427984375,6.4281250000000005,2.7203125
0,2,0.0,372.6563484453126,6.176562499999999,2.7593750000000004
0,3,0.0,375.19173214375,6.042187500000002,2.8421875000000005
0,4,0.17187500000000003,383.20856873906257,5.8265625,2.6718750000000004
0,5,8.765625,403.0081031421875,5.7062499999999945,2.484375
0,6,43.937499999999986,451.38709983593765,5.707812499999997,2.5937499999999996
0,7,106.81249999999996,485.26836703437505,6.020312500000003,2.6093749999999996
0,8,174.60937500000006,502.4218436640625,6.75,3.0296874999999996
0,9,252.28125,509.58271463281244,7.503125000000003,3.1718749999999996
0,10,294.3593749999999,518.8117983828124,8.265624999999996,3.3609374999999995
0,11,321.9687499999999,526.7361194968751,8.662500000000007,3.3374999999999995
0,12,336.96874999999994,527.2324302750001,9.2109375,3.4234374999999986
0,13,304.3593750000001,522.94427643125,9.606250000000005,3.4312499999999995
0,14,248.15625000000009,513.5554258328125,9.535937500000001,3.3843750000000004
0,15,186.78125000000003,505.70905027343764,9.410937500000005,3.337499999999998
0,16,112.57812500000004,495.76962845468756,9.201562499999996,2.9718749999999994
0,17,42.40625,495.12388613906245,8.7296875,2.854687499999999
0,18,7.578124999999999,496.5805923734375,8.149999999999997,2.615625
0,19,0.15625,497.92734225625,7.596875000000005,2.4562500000000003
0,20,0.0,484.4972371640625,7.259374999999999,2.3781250000000007
0,21,0.0,468.66323664843753,6.993750000000004,2.421875
0,22,0.0,444.58007010624993,6.796875000000002,2.3921875
0,23,0.0,415.3363480671875,6.618749999999995,2.5375
1,0,0.0,370.5845914412699,12.401587301587302,1.8253968253968251
1,1,0.0,360.0140541936508,12.152380952380947,1.9507936507936514
1,2,0.0,354.8313003142858,12.01746031746031,2.0285714285714294
1,3,0.0,355.0541458746032,11.761904761904761,2.031746031746032
1,4,2.3174603174603177,363.62015196666664,11.582539682539686,1.834920634920635
1,5,31.825396825396815,383.09445069047626,11.553968253968256,2.1904761904761902
1,6,108.1428571428571,434.23996771428574,11.898412698412697,2.1587301587301595
1,7,200.11111111111111,471.4321072587301,12.626984126984118,2.4126984126984126
1,8,286.1428571428571,492.6455836777779,13.452380952380949,2.803174603174604
1,9,370.04761904761904,501.13658849206354,14.260317460317466,2.9841269841269846
1,10,437.7301587301586,512.3905329555556,15.187301587301581,3.3333333333333335
1,11,472.76190476190476,522.4149568714287,15.855555555555561,3.253968253968255
1,12,457.17460317460325,521.3251363587302,16.06349206349206,3.238095238095237
1,13,432.9206349206347,517.2503581539683,16.539682539682538,3.285714285714286
1,14,375.7936507936507,508.16096189365084,16.525396825396825,3.1269841269841265
1,15,294.952380952381,499.2574191365078,16.479365079365078,2.80952380952381
1,16,206.920634920635,489.26354547777777,16.044444444444448,2.604761904761905
1,17,120.5238095238095,485.6593434301587,15.620634920634922,2.3507936507936513
1,18,41.66666666666667,479.74374775079366,14.831746031746041,2.033333333333334
1,19,2.492063492063492,473.93810386984126,14.01746031746032,1.7746031746031738
1,20,0.0,461.60440078095235,13.342857142857149,1.9412698412698413
1,21,0.0,442.8206072809524,12.976190476190471,1.8428571428571434
1,22,0.0,425.0598685142857,12.753968253968255,1.9920634920634925
1,23,0.0,396.83966348888896,12.447619047619051,1.9793650793650792
2,0,0.0,397.6413629181818,-0.11515151515151523,2.9545454545454546
2,1,0.0,388.2433799969697,-0.2696969696969688,2.875757575757576
2,2,0.0,384.479890839394,-0.4333333333333307,2.8848484848484848
2,3,0.0,382.86102232121215,-0.5272727272727262,2.948484848484849
2,4,0.0,382.5615660484849,-0.6636363636363622,2.7484848484848485
2,5,0.030303030303030304,378.9607141242424,-0.6636363636363644,2.7575757575757573
2,6,1.3333333333333335,376.1789594303031,-0.6242424242424228,2.5636363636363635
2,7,10.060606060606059,383.82641891515146,-0.63030303030303,2.639393939393939
2,8,35.363636363636374,401.10537717575755,-0.5606060606060606,2.836363636363636
2,9,87.93939393939394,418.0976016121212,-0.4515151515151505,2.7151515151515153
