,TimeStep,GHI,Load,T,Wind
1,20,0.0,453.9707070144068,10.079661016949151,1.9228813559322029
1,21,0.0,437.7974804076272,9.67796610169491,1.9635593220338987
1,22,0.0,423.87324103389824,9.483898305084745,2.100847457627119
1,23,0.0,398.1882367720339,9.218644067796612,2.077118644067797
2,0,0.0,382.1030617638554,7.766265060240961,2.680722891566265
2,1,0.0,371.37558913734944,7.516867469879513,2.925301204819278
2,2,0.0,366.1885738048193,7.37831325301205,2.9445783132530114
2,3,0.0,367.3630216216868,7.240963855421692,2.9578313253012056
2,4,0.7831325301204818,372.20936716746985,7.062650602409636,2.7240963855421674
2,5,14.590361445783136,385.396206726506,6.909638554216878,2.8421686746987964
2,6,61.13253012048192,420.4925773530121,7.068674698795182,2.903614457831327
2,7,132.61445783132538,449.8681985168675,7.618072289156631,3.216867469879518
2,8,207.9036144578313,469.3866205072289,8.367469879518067,3.625301204819276
2,9,282.13253012048176,479.63908209036157,9.09759036144578,3.6024096385542173
2,10,350.5421686746988,490.0613325433735,9.989156626506032,4.266265060240963
2,11,364.120481927711,499.2765065301204,10.496385542168673,4.187951807228915
2,12,389.0361445783131,499.53972566867463,11.002409638554214,4.121686746987951
2,13,354.4578313253012,493.5183834180723,11.391566265060236,4.248192771084336
2,14,306.79518072289164,483.91407357469876,11.445783132530124,3.946987951807229
2,15,226.2891566265059,477.1239357518072,11.42650602409638,3.8024096385542183
2,16,144.80722891566262,471.2788353481928,11.11204819277109,3.5746987951807236
2,17,66.90361445783134,474.3097017915663,10.459036144578311,3.266265060240965
2,18,17.43373493975903,475.1391498650602,9.678313253012055,2.8397590361445793
2,19,0.7710843373493976,472.7541096686747,8.92168674698795,2.4746987951807227
2,20,0.0,457.3073689168675,8.372289156626504,2.460240963855422
2,21,0.0,447.2657646132531,8.066265060240958,2.4819277108433733
2,22,0.0,429.2440282819278,7.768674698795177,2.5084337349397585
2,23,0.0,400.801251826506,7.525301204819273,2.5072289156626506
3,0,0.0,402.0308079,2.192307692307692,5.461538461538461
3,1,0.0,389.99413280000005,2.2230769230769227,5.684615384615384
3,2,0.0,384.11377622307697,2.276923076923075,6.184615384615384
3,3,0.0,385.4783920846154,2.3692307692307693,6.976923076923076
3,4,0.0,389.9556182769231,2.3692307692307715,7.307692307692306
3,5,0.0,401.3788875692307,2.4538461538461527,7.26923076923077
3,6,0.0,433.69646803846155,2.438461538461539,7.230769230769231
3,7,23.230769230769234,465.8069886846155,2.584615384615384,7.3076923076923075
3,8,81.30769230769232,485.3988725615385,3.0615384615384613,7.769230769230768
3,9,136.99999999999997,494.1144641461539,3.623076923076924,7.923076923076924
3,10,178.92307692307693,503.8180065615384,4.207692307692309,8.076923076923078
3,11,189.3076923076923,513.4310927846154,4.7384615384615385,8.307692307692308
3,12,182.99999999999994,514.8522437384615,4.915384615384616,7.538461538461536
3,13,158.76923076923075,508.7415066384615,5.284615384615384,7.923076923076922
3,14,118.38461538461537,500.5273106615385,5.515384615384618,7.53846153846154
3,15,56.53846153846154,494.5925390461539,5.6076923076923055,7.615384615384615
3,16,8.999999999999996,490.67253689999995,5.476923076923079,7.615384615384615
3,17,0.0,500.2093007461539,5.207692307692307,7.123076923076922
3,18,0.0,509.62274743846154,5.115384615384615,7.223076923076923
3,19,0.0,506.7871590846153,5.007692307692308,7.323076923076924
3,20,0.0,482.5940251615385,4.861538461538461,7.115384615384614
3,21,0.0,465.0169107307692,4.8,6.538461538461538
3,22,0.0,448.46378822307696,4.753846153846154,6.430769230769231
3,23,0.0,420.5764391769231,4.66153846153846,6.261538461538462
4,0,0.0,406.57508118749996,3.408333333333334,2.6416666666666666
4,1,0.0,394.46533740833337,3.1750000000000007,2.6208333333333327
4,2,0.0,388.64176621666667,3.0791666666666657,2.5500000000000003
4,3,0.0,390.0795243583333,2.9375000000000013,2.6916666666666678
4,4,0.08333333333333333,397.2997038,2.883333333333332,2.7208333333333337
4,5,6.125000000000001,412.8909199458333,2.829166666666667,3.2500000000000013
4,6,25.874999999999996,453.98435191666664,2.945833333333333,3.291666666666667
4,7,59.33333333333334,488.40441955833336,3.141666666666666,3.6250000000000013
4,8,102.75,507.7764496208333,3.579166666666665,4.166666666666668
4,9,159.79166666666663,517.0081889958333,3.9250000000000007,4.416666666666667
4,10,217.33333333333331,525.3447746125,4.520833333333335,4.708333333333334
4,11,251.20833333333334,532.4617922250001,4.983333333333334,5.291666666666668
4,12,247.08333333333337,529.5395756125,5.341666666666665,5.541666666666667
4,13,218.20833333333337,525.3539615541667,5.608333333333335,5.874999999999999
4,14,161.41666666666669,518.1064126666666,5.45833333333333,5.666666666666666
4,15,103.79166666666664,511.2772528875,5.354166666666666,5.750000000000001
4,16,58.00000000000001,504.07621293333335,5.258333333333331,5.787500000000001
4,17,23.750000000000004,509.5135493166667,5.033333333333338,5.599999999999999
4,18,4.333333333333333,513.7043310208333,4.7416666666666645,5.704166666666667
4,19,0.0,510.38688403749995,4.545833333333333,5.7583333333333355
4,20,0.0,490.0527120291666,4.491666666666666,5.566666666666666
4,21,0.0,474.5024543833333,4.399999999999997,5.408333333333334
4,22,0.0,454.89979349999993,4.358333333333332,5.329166666666666
4,23,0.0,428.7975548083333,4.283333333333338,5.091666666666666
5,0,0.0,383.1185394760001,7.877999999999995,1.4880000000000007
5,1,0.0,371.59727362999996,7.6819999999999915,1.3419999999999999
5,2,0.0,366.52139026599997,7.532000000000003,1.264
5,3,0.0,367.66920816199996,7.401999999999995,1.214
5,4,1.7200000000000002,373.27811854400005,7.279999999999995,1.0800000000000003
5,5,23.92000000000001,386.45441396200005,7.297999999999991,0.94
5,6,65.28000000000002,424.558587534,7.5639999999999965,1.0800000000000003
5,7,127.49999999999999,456.43391513200004,8.093999999999996,1.2000000000000002
5,8,192.50000000000006,476.78861996399996,8.592000000000002,1.4799999999999998
5,9,278.28,486.55030870200005,9.184,1.6600000000000001
5,10,325.52,497.231978916,9.997999999999998,1.7
5,11,352.18000000000006,505.17465095599994,10.472,1.7999999999999996
5,12,346.11999999999983,504.9650046980001,10.828,1.7999999999999994
5,13,316.3200000000001,499.07166624000007,11.132000000000005,1.6999999999999997
5,14,272.68000000000006,490.81176870400003,11.213999999999999,1.7400000000000002
5,15,194.36000000000004,484.78586251200005,11.147999999999998,1.6
5,16,138.78000000000003,473.75916249200003,10.838,1.5199999999999991
5,17,81.40000000000002,479.83853674599993,10.497999999999998,1.2999999999999994
5,18,29.98,485.1411219880001,10.129999999999997,1.12
5,19,1.94,479.8057071860001,9.493999999999998,1.0479999999999998
5,20,0.0,463.60157581999994,8.998,0.9380000000000002
5,21,0.0,449.32936879,8.679999999999996,0.8100000000000003
5,22,0.0,433.70383172199996,8.490000000000006,1.1079999999999999
5,23,0.0,406.64127318,8.186,1.2180000000000004
6,0,0.0,410.4034398470588,1.4882352941176449,3.3882352941176466
6,1,0.0,401.64715855294116,1.382352941176471,3.1999999999999993
6,2,0.0,399.29067029411766,1.3117647058823514,2.5941176470588236
6,3,0.0,401.80436321764705,1.2529411764705891,2.5058823529411764
6,4,0.0,406.08130832941174,1.017647058823529,2.4058823529411764
6,5,0.0,414.86347224117645,0.9235294117647036,2.2941176470588234
6,6,0.17647058823529413,442.7782335823529,0.835294117647058,2.235294117647059
6,7,9.529411764705882,466.53560684117645,0.8705882352941188,2.2941176470588234
6,8,64.5294117647059,480.4829999823529,1.1823529411764695,2.1764705882352944
6,9,128.94117647058823,488.67666431764707,1.635294117647055,2.11764705882353
6,10,185.00000000000003,499.42346350588235,2.323529411764709,2.235294117647059
6,11,211.7647058823529,507.79854746470585,2.911764705882352,2.647058823529412
6,12,211.9411764705882,507.33058071176464,3.535294117647058,3.1764705882352944
6,13,192.8235294117647,503.3625785705882,4.000000000000001,3.0588235294117645
6,14,144.70588235294113,495.6585026235294,4.352941176470591,2.764705882352942
6,15,72.99999999999999,490.58201344117646,4.405882352941177,2.8823529411764706
6,16,17.411764705882355,487.56521029411755,3.976470588235297,3.2941176470588234
6,17,0.4705882352941176,500.42787168235293,3.3588235294117665,3.0588235294117645
6,18,0.0,508.3760647235294,2.9470588235294106,3.5294117647058827
6,19,0.0,500.6751979823529,2.5470588235294103,3.7588235294117633
6,20,0.0,480.8516496588236,2.31176470588235,3.8235294117647056
6,21,0.0,466.21079359411766,2.1235294117647014,4.517647058823529
6,22,0.0,451.2693450352941,1.8117647058823507,4.623529411764705
6,23,0.0,426.74185622352934,1.6588235294117673,4.623529411764705
7,0,0.0,398.0566431142857,3.8285714285714274,7.057142857142856
7,1,0.0,387.74100734285713,3.8285714285714274,7.599999999999999
7,2,0.0,382.4506348714286,3.614285714285715,7.714285714285715
7,3,0.0,383.28927241428573,3.614285714285713,7.557142857142857
7,4,0.0,385.9981111285714,3.2142857142857144,7.257142857142857
7,5,1.7142857142857142,399.16957684285717,2.9142857142857146,7.428571428571428
7,6,27.142857142857142,431.9551870714286,2.8857142857142883,6.999999999999999
7,7,53.57142857142857,459.0114197714286,2.9142857142857124,7.714285714285715
7,8,127.71428571428574,474.9343779,3.371428571428572,7.714285714285715
7,9,201.7142857142857,483.3994988428571,3.728571428571429,6.999999999999999
7,10,230.42857142857144,495.3090709142857,4.0428571428571445,6.999999999999999
7,11,235.85714285714286,509.3434539714286,4.557142857142857,7.57142857142857
7,12,275.7142857142857,510.67753078571434,5.057142857142856,6.999999999999999
7,13,233.0,507.3787584714286,5.314285714285714,7.285714285714284
7,14,191.42857142857144,500.7805576142857,5.642857142857143,6.0
7,15,118.7142857142857,491.3619621714285,5.600000000000001,5.714285714285714
7,16,52.85714285714286,484.09573861428566,5.3999999999999995,4.857142857142857
7,17,16.285714285714285,488.4503543285714,5.142857142857143,4.142857142857143
7,18,4.285714285714286,500.5876316142857,5.071428571428574,4.428571428571429
7,19,0.0,500.70968682857136,4.885714285714287,4.2857142857142865
7,20,0.0,480.9583941714285,4.428571428571428,4.142857142857144
7,21,0.0,468.22658981428566,4.257142857142857,3.4285714285714284
7,22,0.0,453.61474111428566,4.1714285714285735,3.9857142857142858
7,23,0.0,427.80793404285714,4.0428571428571445,3.414285714285714
