,TimeStep,GHI,Load,T,Wind
0,0,0.0,378.9841602619689,16.894702449977622,1.0756163893222737
0,1,0.0,366.7451661757064,16.502358473462806,1.0756163893222737
0,2,0.0,360.51557331961527,16.60044446759151,1.0756163893222737
0,3,0.0,355.8273229434921,16.404272479334104,1.0756163893222737
0,4,9.838866610206566,372.38758099650164,16.404272479334104,1.0756163893222737
0,5,78.71093288165252,389.80566958918524,16.01192850281929,0.0
0,6,169.44714717577972,442.37646109788597,16.60044446759151,1.0756163893222737
0,7,263.46298367330917,476.8961125526026,17.875562391264648,1.0756163893222737
0,8,347.63995356063197,496.36473716590046,18.46407835603687,1.0756163893222737
0,9,416.5120198320779,500.2502049337962,19.54302429145261,1.0756163893222737
0,10,465.70635288311075,511.213921492149,20.42579823861093,3.226849167966821
0,11,490.85012310919416,517.5903089319637,21.210486191640555,2.1512327786445473
0,12,257.99694666763884,511.6313684803845,20.033454262096118,2.1512327786445473
0,13,244.87845785403007,518.847237149391,18.365992361908166,2.1512327786445473
0,14,217.5482728256785,512.1222126106825,17.58130440887854,1.0756163893222737
0,15,180.37922118712035,505.0806624411896,17.77747639713595,1.0756163893222737
0,16,255.8105318653707,502.48882151168556,17.679390403007243,2.1512327786445473
0,17,162.88790276897535,489.76815800029954,18.169820373650765,1.0756163893222737
0,18,72.15168847484814,486.300137120773,17.875562391264648,1.0756163893222737
0,19,3.279622203402189,479.19436441452564,17.090874438235023,1.0756163893222737
0,20,0.0,464.2167349149018,16.60044446759151,3.226849167966821
0,21,0.0,446.75277299607967,15.423412538047074,1.0756163893222737
0,22,0.0,430.07783172758997,15.227240549789672,1.0756163893222737
0,23,0.0,399.4436480407691,15.03106856153226,1.0756163893222737
0,24,0.0,378.2089016693977,15.03106856153226,1.0756163893222737
0,25,0.0,367.72685463603483,14.834896573274857,2.1512327786445473
0,26,0.0,363.13035091218865,14.344466602631343,3.226849167966821
0,27,0.0,363.35054263797485,14.148294614373928,2.1512327786445473
0,28,9.838866610206566,367.72226728344776,13.657864643730418,3.226849167966821
0,29,78.71093288165252,389.3102380064339,12.77509069657209,3.226849167966821
0,30,169.44714717577972,439.19744203321955,12.677004702443382,3.226849167966821
0,31,261.276568871041,476.57958682195215,12.77509069657209,3.226849167966821
0,32,347.63995356063197,505.21828231973916,13.167434673086904,2.1512327786445473
0,33,416.5120198320779,508.2826181689254,13.755950637859122,2.1512327786445473
0,34,465.70635288311075,513.9204456371334,13.461692655473016,2.1512327786445473
0,35,489.75691570806015,524.8061776009704,15.325326543918372,3.226849167966821
0,36,489.75691570806015,534.0909317009398,16.698530461720217,2.1512327786445473
0,37,462.4267306797085,538.6966101299599,15.717670520433186,3.226849167966821
0,38,412.13919022754175,528.0723559653268,14.736810579146145,2.1512327786445473
0,39,342.1739165549617,515.2874697174534,15.227240549789672,2.1512327786445473
0,40,255.8105318653707,503.2273815831584,14.736810579146145,2.1512327786445473
0,41,162.88790276897535,495.31882616881757,14.932982567403561,2.1512327786445473
0,42,38.2622590396922,486.5432656094946,13.0693486789582,2.1512327786445473
0,43,5.466037005670313,483.056895519352,12.77509069657209,2.1512327786445473
0,44,0.0,468.49212555551037,12.480832714185983,3.226849167966821
0,45,0.0,452.67960217928163,12.088488737671168,2.1512327786445473
0,46,0.0,432.463242889203,11.99040274354247,1.0756163893222737
0,47,0.0,402.68230238946904,11.401886778770251,1.0756163893222737
0,48,0.0,386.85142960289204,11.107628796384141,1.0756163893222737
0,49,0.0,376.6996703579409,10.91145680812673,1.0756163893222737
0,50,0.0,374.818865384387,10.421026837483215,1.0756163893222737
0,51,0.0,378.25936224825716,10.715284819869327,2.1512327786445473
0,52,9.838866610206566,382.7228334461409,10.813370813998029,1.0756163893222737
0,53,78.71093288165252,397.51238248835585,10.617198825740623,2.1512327786445473
0,54,169.44714717577972,453.4915594926834,10.91145680812673,2.1512327786445473
0,55,261.276568871041,496.0940847613887,10.322940843354507,2.1512327786445473
0,56,346.54674615949796,522.0491927772605,10.519112831611922,2.1512327786445473
0,57,416.5120198320779,527.4668285196825,11.892316749413766,2.1512327786445473
0,58,626.4078408498181,534.4625053630365,11.99040274354247,3.226849167966821
0,59,777.2704622063187,545.577603757834,13.265520667215599,3.226849167966821
0,60,489.75691570806015,552.3989621016744,11.598058767027654,5.378081946611368
0,61,462.4267306797085,546.0317493670339,9.636338884453592,3.226849167966821
0,62,413.2323976286757,542.527029866543,12.971262684829497,4.302465557289095
0,63,341.0807091538276,525.1731639104803,11.009542802255437,3.226849167966821
0,64,255.8105318653707,515.2232470808332,11.205714790512836,2.1512327786445473
0,65,219.7346876279466,513.0763771552206,10.519112831611922,2.1512327786445473
0,66,98.38866610206564,507.2917551032889,10.028682860968402,2.1512327786445473
0,67,6.559244406804378,497.19963114237123,9.832510872710996,2.1512327786445473
0,68,0.0,479.4283181980731,8.851650931423963,2.1512327786445473
0,69,0.0,463.7029540216683,8.949736925552669,0.0
0,70,0.0,436.40834594113244,8.851650931423963,2.1512327786445473
0,71,0.0,410.976193423802,8.851650931423963,1.0756163893222737
0,72,0.0,389.83778085756245,8.949736925552669,1.0756163893222737
0,73,0.0,378.4566174108402,9.047822919681373,2.1512327786445473
0,74,0.0,368.47458931281557,9.145908913810077,2.1512327786445473
0,75,0.0,367.5066628103824,9.145908913810077,2.1512327786445473
0,76,4.372829604536251,374.5115143589108,9.047822919681373,2.1512327786445473
0,77,77.61772548051846,388.3973595353132,9.145908913810077,3.226849167966821
0,78,169.44714717577972,437.74325865320924,9.734424878582292,2.1512327786445473
0,79,261.276568871041,478.0750560756478,9.734424878582292,1.0756163893222737
0,80,346.54674615949796,497.3051396526772,10.224854849225812,3.226849167966821
0,81,415.41881243094383,487.96992497384866,11.009542802255437,4.302465557289095
0,82,465.70635288311075,495.0114751433413,10.421026837483215,3.226849167966821
0,83,489.75691570806015,503.28701676732595,9.734424878582292,3.226849167966821
0,84,489.75691570806015,505.8192225126626,11.303800784641544,3.226849167966821
0,85,462.4267306797085,510.7781251934313,12.77509069657209,4.302465557289095
0,86,554.2561523749698,502.02550129717775,12.971262684829497,4.302465557289095
0,87,542.2308709624951,491.1076580649634,13.559778649601714,3.226849167966821
